day,workout_title,duration_seconds,exercise,muscle_group,weight_kg,reps,volume,set_type
2025-05-12,Upper A,0,Butterfly (Pec Deck),chest,55.0,9,495.0,normal
2025-05-12,Upper A,0,Rope Cable Curl,biceps,22.5,12,270.0,normal
2025-05-12,Upper A,0,Butterfly (Pec Deck),chest,55.0,12,660.0,normal
2025-05-13,Lower A,0,Calf Extension (Machine),calves,140.0,15,2100.0,normal
2025-05-13,Lower A,0,Leg Press (Machine),quadriceps,80.0,12,960.0,warmup
2025-05-13,Lower A,0,Leg Press (Machine),quadriceps,170.0,8,1360.0,normal
2025-05-13,Lower A,0,Leg Press (Machine),quadriceps,170.0,8,1360.0,normal
2025-05-13,Lower A,0,Leg Press (Machine),quadriceps,170.0,8,1360.0,normal
2025-05-13,Lower A,0,Romanian Deadlift (Barbell),hamstrings,20.0,12,240.0,normal
2025-05-13,Lower A,0,Romanian Deadlift (Barbell),hamstrings,80.0,8,640.0,normal
2025-05-13,Lower A,0,Romanian Deadlift (Barbell),hamstrings,80.0,6,480.0,normal
2025-05-13,Lower A,0,Romanian Deadlift (Barbell),hamstrings,80.0,5,400.0,normal
2025-05-13,Lower A,0,Calf Extension (Machine),calves,130.0,20,2600.0,normal
2025-05-13,Lower A,0,Calf Extension (Machine),calves,140.0,15,2100.0,normal
2025-05-13,Lower A,0,Leg Extension (Machine),quadriceps,67.5,9,607.5,normal
2025-05-13,Lower A,0,Leg Extension (Machine),quadriceps,67.5,9,607.5,normal
2025-05-13,Lower A,0,Leg Extension (Machine),quadriceps,67.5,9,607.5,normal
2025-05-13,Lower A,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
2025-05-13,Lower A,0,Hip Adduction (Machine),adductors,55.0,10,550.0,normal
2025-05-13,Lower A,0,Hip Adduction (Machine),adductors,55.0,8,440.0,normal
2025-05-13,Lower A,0,Crunch (Machine),abdominals,40.0,15,600.0,normal
2025-05-13,Lower A,0,Crunch (Machine),abdominals,40.0,15,600.0,normal
2025-05-13,Lower A,0,Crunch (Machine),abdominals,40.0,15,600.0,normal
2025-05-13,Lower A,0,Leg Extension (Machine),quadriceps,67.5,10,675.0,normal
2025-05-15,Upper B,0,Cable Fly Crossovers,chest,30.0,10,300.0,normal
2025-05-15,Upper B,0,Cable Fly Crossovers,chest,30.0,10,300.0,normal
2025-05-15,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-05-15,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-05-15,Upper B,0,Incline Bench Press (Dumbbell),chest,24.0,12,288.0,warmup
2025-05-15,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-05-15,Upper B,0,Incline Bench Press (Dumbbell),chest,48.0,6,288.0,normal
2025-05-15,Upper B,0,Incline Bench Press (Dumbbell),chest,48.0,10,480.0,normal
2025-05-15,Upper B,0,Cable Fly Crossovers,chest,30.0,9,270.0,normal
2025-05-15,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-05-15,Upper B,0,Iso-Lateral Row (Machine),upper_back,40.0,10,400.0,normal
2025-05-15,Upper B,0,Incline Bench Press (Dumbbell),chest,48.0,10,480.0,normal
2025-05-15,Upper B,0,Iso-Lateral Row (Machine),upper_back,50.0,10,500.0,normal
2025-05-15,Upper B,0,Triceps Extension (Cable),triceps,22.5,13,292.5,normal
2025-05-15,Upper B,0,Triceps Extension (Cable),triceps,20.0,15,300.0,normal
2025-05-15,Upper B,0,Iso-Lateral Row (Machine),upper_back,50.0,10,500.0,normal
2025-05-15,Upper B,0,Preacher Curl (Barbell),biceps,27.5,8,220.0,normal
2025-05-15,Upper B,0,Preacher Curl (Barbell),biceps,27.5,10,275.0,normal
2025-05-15,Upper B,0,Triceps Extension (Cable),triceps,22.5,15,337.5,normal
2025-05-15,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-15,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-15,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-15,Upper B,0,Iso-Lateral Row (Machine),upper_back,50.0,10,500.0,normal
2025-05-15,Upper B,0,Preacher Curl (Barbell),biceps,27.5,10,275.0,normal
2025-05-16,Lower B,0,Calf Extension (Machine),calves,130.0,20,2600.0,normal
2025-05-16,Lower B,0,Squat (Smith Machine),quadriceps,20.0,12,240.0,warmup
2025-05-16,Lower B,0,Squat (Smith Machine),quadriceps,40.0,12,480.0,normal
2025-05-16,Lower B,0,Squat (Smith Machine),quadriceps,50.0,10,500.0,normal
2025-05-16,Lower B,0,Squat (Smith Machine),quadriceps,60.0,8,480.0,normal
2025-05-16,Lower B,0,Squat (Smith Machine),quadriceps,40.0,12,480.0,normal
2025-05-16,Lower B,0,Calf Extension (Machine),calves,130.0,25,3250.0,normal
2025-05-16,Lower B,0,Calf Extension (Machine),calves,130.0,20,2600.0,normal
2025-05-16,Lower B,0,Deadlift (Barbell),glutes,20.0,12,240.0,warmup
2025-05-16,Lower B,0,Hip Adduction (Machine),adductors,55.0,10,550.0,normal
2025-05-16,Lower B,0,Deadlift (Barbell),glutes,70.0,10,700.0,normal
2025-05-16,Lower B,0,Crunch (Machine),abdominals,45.0,13,585.0,normal
2025-05-16,Lower B,0,Seated Leg Curl (Machine),hamstrings,52.5,10,525.0,normal
2025-05-16,Lower B,0,Seated Leg Curl (Machine),hamstrings,52.5,12,630.0,normal
2025-05-16,Lower B,0,Seated Leg Curl (Machine),hamstrings,52.5,13,682.5,normal
2025-05-16,Lower B,0,Deadlift (Barbell),glutes,60.0,12,720.0,normal
2025-05-16,Lower B,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
2025-05-16,Lower B,0,Deadlift (Barbell),glutes,60.0,12,720.0,normal
2025-05-16,Lower B,0,Deadlift (Barbell),glutes,80.0,8,640.0,normal
2025-05-16,Lower B,0,Hip Adduction (Machine),adductors,55.0,12,660.0,normal
2025-05-19,Upper A,0,Seated Shoulder Press (Machine),shoulders,62.5,9,562.5,normal
2025-05-19,Upper A,0,Iso-Lateral Chest Press (Machine),chest,40.0,12,480.0,warmup
2025-05-19,Upper A,0,Iso-Lateral Chest Press (Machine),chest,70.0,11,770.0,normal
2025-05-19,Upper A,0,Iso-Lateral Chest Press (Machine),chest,70.0,9,630.0,normal
2025-05-19,Upper A,0,Iso-Lateral Chest Press (Machine),chest,70.0,6,420.0,normal
2025-05-19,Upper A,0,Pull Up (Assisted),lats,14.0,8,112.0,normal
2025-05-19,Upper A,0,Pull Up (Assisted),lats,14.0,9,126.0,normal
2025-05-19,Upper A,0,Pull Up (Assisted),lats,14.0,7,98.0,normal
2025-05-19,Upper A,0,Seated Shoulder Press (Machine),shoulders,62.5,10,625.0,normal
2025-05-19,Upper A,0,Seated Shoulder Press (Machine),shoulders,62.5,6,375.0,normal
2025-05-19,Upper A,0,Butterfly (Pec Deck),chest,57.5,12,690.0,normal
2025-05-19,Upper A,0,Butterfly (Pec Deck),chest,57.5,11,632.5,normal
2025-05-19,Upper A,0,Triceps Pushdown,triceps,27.5,10,275.0,normal
2025-05-19,Upper A,0,Triceps Pushdown,triceps,27.5,12,330.0,normal
2025-05-19,Upper A,0,Seated Incline Curl (Dumbbell),biceps,10.0,12,120.0,normal
2025-05-19,Upper A,0,Seated Incline Curl (Dumbbell),biceps,10.0,12,120.0,normal
2025-05-19,Upper A,0,Triceps Pushdown,triceps,27.5,10,275.0,normal
2025-05-19,Upper A,0,Seated Cable Row - Bar Grip,upper_back,60.0,9,540.0,normal
2025-05-19,Upper A,0,Seated Cable Row - Bar Grip,upper_back,60.0,10,600.0,normal
2025-05-19,Upper A,0,Seated Cable Row - Bar Grip,upper_back,60.0,12,720.0,normal
2025-05-19,Upper A,0,Butterfly (Pec Deck),chest,57.5,7,402.5,normal
2025-05-19,Upper A,0,Seated Incline Curl (Dumbbell),biceps,10.0,12,120.0,normal
2025-05-20,Lower A,0,Romanian Deadlift (Barbell),hamstrings,70.0,10,700.0,normal
2025-05-20,Lower A,0,Leg Press Horizontal (Machine),quadriceps,60.0,12,720.0,warmup
2025-05-20,Lower A,0,Leg Press Horizontal (Machine),quadriceps,120.0,12,1440.0,normal
2025-05-20,Lower A,0,Leg Press Horizontal (Machine),quadriceps,120.0,15,1800.0,normal
2025-05-20,Lower A,0,Leg Press Horizontal (Machine),quadriceps,120.0,15,1800.0,normal
2025-05-20,Lower A,0,Romanian Deadlift (Barbell),hamstrings,20.0,12,240.0,normal
2025-05-20,Lower A,0,Romanian Deadlift (Barbell),hamstrings,60.0,12,720.0,normal
2025-05-20,Lower A,0,Romanian Deadlift (Barbell),hamstrings,65.0,10,650.0,normal
2025-05-20,Lower A,0,Calf Extension (Machine),calves,120.0,20,2400.0,normal
2025-05-20,Lower A,0,Leg Extension (Machine),quadriceps,55.0,12,660.0,normal
2025-05-20,Lower A,0,Calf Extension (Machine),calves,120.0,20,2400.0,normal
2025-05-20,Lower A,0,Plank,abdominals,0.0,0,0.0,normal
2025-05-20,Lower A,0,Hip Adduction (Machine),adductors,55.0,11,605.0,normal
2025-05-20,Lower A,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
2025-05-20,Lower A,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
2025-05-20,Lower A,0,Calf Extension (Machine),calves,120.0,20,2400.0,normal
2025-05-20,Lower A,0,Leg Extension (Machine),quadriceps,65.0,10,650.0,normal
2025-05-20,Lower A,0,Leg Extension (Machine),quadriceps,65.0,11,715.0,normal
2025-05-20,Lower A,0,Plank,abdominals,0.0,0,0.0,normal
2025-05-20,Lower A,0,Leg Extension (Machine),quadriceps,55.0,12,660.0,normal
2025-05-22,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,11,55.0,normal
2025-05-22,Upper B,0,Incline Bench Press (Dumbbell),chest,44.0,12,528.0,normal
2025-05-22,Upper B,0,Incline Bench Press (Dumbbell),chest,44.0,12,528.0,normal
2025-05-22,Upper B,0,Incline Bench Press (Dumbbell),chest,44.0,10,440.0,normal
2025-05-22,Upper B,0,Iso-Lateral Row (Machine),upper_back,50.0,12,600.0,normal
2025-05-22,Upper B,0,Iso-Lateral Row (Machine),upper_back,50.0,12,600.0,normal
2025-05-22,Upper B,0,Iso-Lateral Row (Machine),upper_back,50.0,12,600.0,normal
2025-05-22,Upper B,0,Iso-Lateral Row (Machine),upper_back,50.0,12,600.0,normal
2025-05-22,Upper B,0,Incline Bench Press (Dumbbell),chest,24.0,12,288.0,warmup
2025-05-22,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,11,55.0,normal
2025-05-22,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,11,55.0,normal
2025-05-22,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,11,55.0,normal
2025-05-22,Upper B,0,Triceps Extension (Cable),triceps,22.5,15,337.5,normal
2025-05-22,Upper B,0,Triceps Extension (Cable),triceps,22.5,15,337.5,normal
2025-05-22,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-22,Upper B,0,Triceps Extension (Cable),triceps,22.5,12,270.0,normal
2025-05-22,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-22,Upper B,0,Cable Fly Crossovers,chest,30.0,11,330.0,normal
2025-05-22,Upper B,0,Cable Fly Crossovers,chest,30.0,11,330.0,normal
2025-05-22,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-23,Lower B,0,Deadlift (Barbell),glutes,85.0,10,850.0,normal
2025-05-23,Lower B,0,Leg Press (Machine),quadriceps,80.0,12,960.0,warmup
2025-05-23,Lower B,0,Leg Press (Machine),quadriceps,160.0,10,1600.0,normal
2025-05-23,Lower B,0,Leg Press (Machine),quadriceps,160.0,10,1600.0,normal
2025-05-23,Lower B,0,Deadlift (Barbell),glutes,20.0,12,240.0,warmup
2025-05-23,Lower B,0,Deadlift (Barbell),glutes,60.0,13,780.0,normal
2025-05-23,Lower B,0,Deadlift (Barbell),glutes,75.0,10,750.0,normal
2025-05-23,Lower B,0,Deadlift (Barbell),glutes,60.0,12,720.0,normal
2025-05-23,Lower B,0,Hip Abduction (Machine),abductors,55.0,15,825.0,normal
2025-05-23,Lower B,0,Hip Abduction (Machine),abductors,55.0,15,825.0,normal
2025-05-23,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,12,660.0,normal
2025-05-23,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,12,660.0,normal
2025-05-23,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,10,550.0,normal
2025-05-23,Lower B,0,Crunch (Machine),abdominals,40.0,15,600.0,normal
2025-05-23,Lower B,0,Crunch (Machine),abdominals,40.0,16,640.0,normal
2025-05-23,Lower B,0,Crunch (Machine),abdominals,40.0,16,640.0,normal
2025-05-23,Lower B,0,Hip Abduction (Machine),abductors,55.0,15,825.0,normal
2025-05-29,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,12,60.0,normal
2025-05-29,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,12,60.0,normal
2025-05-29,Upper B,0,Iso-Lateral Row (Machine),upper_back,55.0,12,660.0,normal
2025-05-29,Upper B,0,Iso-Lateral Row (Machine),upper_back,55.0,12,660.0,normal
2025-05-29,Upper B,0,Iso-Lateral Row (Machine),upper_back,55.0,12,660.0,normal
2025-05-29,Upper B,0,Incline Bench Press (Dumbbell),chest,44.0,12,528.0,normal
2025-05-29,Upper B,0,Incline Bench Press (Dumbbell),chest,44.0,10,440.0,normal
2025-05-29,Upper B,0,Incline Bench Press (Dumbbell),chest,44.0,12,528.0,normal
2025-05-29,Upper B,0,Incline Bench Press (Dumbbell),chest,24.0,12,288.0,warmup
2025-05-29,Upper B,0,Iso-Lateral Row (Machine),upper_back,55.0,12,660.0,normal
2025-05-29,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,12,60.0,normal
2025-05-29,Upper B,0,Butterfly (Pec Deck),chest,57.5,12,690.0,normal
2025-05-29,Upper B,0,Butterfly (Pec Deck),chest,57.5,12,690.0,normal
2025-05-29,Upper B,0,Butterfly (Pec Deck),chest,57.5,10,575.0,normal
2025-05-29,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-29,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-29,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-05-29,Upper B,0,Preacher Curl (Barbell),biceps,27.5,10,275.0,normal
2025-05-29,Upper B,0,Preacher Curl (Barbell),biceps,27.5,10,275.0,normal
2025-05-29,Upper B,0,Preacher Curl (Barbell),biceps,27.5,8,220.0,normal
2025-05-29,Upper B,0,Triceps Extension (Cable),triceps,22.5,15,337.5,normal
2025-05-29,Upper B,0,Triceps Extension (Cable),triceps,22.5,15,337.5,normal
2025-05-29,Upper B,0,Triceps Extension (Cable),triceps,22.5,15,337.5,normal
2025-05-29,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,12,60.0,normal
2025-05-30,Lower B,0,Calf Extension (Machine),calves,140.0,20,2800.0,normal
2025-05-30,Lower B,0,Calf Extension (Machine),calves,130.0,20,2600.0,normal
2025-05-30,Lower B,0,Squat (Smith Machine),quadriceps,40.0,15,600.0,normal
2025-05-30,Lower B,0,Hip Adduction (Machine),adductors,55.0,9,495.0,normal
2025-05-30,Lower B,0,Squat (Smith Machine),quadriceps,60.0,10,600.0,normal
2025-05-30,Lower B,0,Squat (Smith Machine),quadriceps,40.0,12,480.0,normal
2025-05-30,Lower B,0,Squat (Smith Machine),quadriceps,20.0,12,240.0,warmup
2025-05-30,Lower B,0,Calf Extension (Machine),calves,140.0,15,2100.0,normal
2025-05-30,Lower B,0,Squat (Smith Machine),quadriceps,70.0,10,700.0,normal
2025-05-30,Lower B,0,Deadlift (Barbell),glutes,20.0,15,300.0,warmup
2025-05-30,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,10,550.0,normal
2025-05-30,Lower B,0,Deadlift (Barbell),glutes,75.0,10,750.0,normal
2025-05-30,Lower B,0,Deadlift (Barbell),glutes,60.0,15,900.0,normal
2025-05-30,Lower B,0,Crunch (Machine),abdominals,40.0,20,800.0,normal
2025-05-30,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,9,495.0,normal
2025-05-30,Lower B,0,Crunch (Machine),abdominals,40.0,15,600.0,normal
2025-05-30,Lower B,0,Crunch (Machine),abdominals,40.0,15,600.0,normal
2025-05-30,Lower B,0,Hip Adduction (Machine),adductors,55.0,13,715.0,normal
2025-05-30,Lower B,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
2025-05-30,Lower B,0,Deadlift (Barbell),glutes,85.0,5,425.0,normal
2025-05-30,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,12,660.0,normal
2025-06-03,Morning workout ☀️,0,Reverse Crunch,abdominals,0.0,30,0.0,normal
2025-06-03,Morning workout ☀️,0,Glute Bridge,glutes,0.0,30,0.0,normal
2025-06-03,Morning workout ☀️,0,Glute Bridge,glutes,0.0,30,0.0,normal
2025-06-03,Morning workout ☀️,0,Push Up,chest,0.0,20,0.0,normal
2025-06-03,Morning workout ☀️,0,Push Up,chest,0.0,15,0.0,normal
2025-06-03,Morning workout ☀️,0,Push Up,chest,0.0,15,0.0,normal
2025-06-03,Morning workout ☀️,0,Reverse Crunch,abdominals,0.0,30,0.0,normal
2025-06-03,Morning workout ☀️,0,Lunge,quadriceps,0.0,10,0.0,normal
2025-06-03,Morning workout ☀️,0,Crunch,abdominals,0.0,30,0.0,normal
2025-06-03,Morning workout ☀️,0,Incline Push Ups,chest,0.0,20,0.0,normal
2025-06-03,Morning workout ☀️,0,Incline Push Ups,chest,0.0,20,0.0,normal
2025-06-03,Morning workout ☀️,0,Lunge,quadriceps,0.0,10,0.0,normal
2025-06-03,Morning workout ☀️,0,Sumo Squat,quadriceps,0.0,20,0.0,normal
2025-06-03,Morning workout ☀️,0,Sumo Squat,quadriceps,0.0,20,0.0,normal
2025-06-03,Morning workout ☀️,0,Sumo Squat,quadriceps,0.0,20,0.0,normal
2025-06-03,Morning workout ☀️,0,Crunch,abdominals,0.0,30,0.0,normal
2025-06-06,Lower B,0,Deadlift (Barbell),glutes,60.0,15,900.0,normal
2025-06-06,Lower B,0,Deadlift (Barbell),glutes,20.0,15,300.0,warmup
2025-06-06,Lower B,0,Deadlift (Barbell),glutes,80.0,10,800.0,normal
2025-06-06,Lower B,0,Squat (Smith Machine),quadriceps,70.0,10,700.0,normal
2025-06-06,Lower B,0,Squat (Smith Machine),quadriceps,20.0,12,240.0,warmup
2025-06-06,Lower B,0,Squat (Smith Machine),quadriceps,73.0,10,730.0,normal
2025-06-06,Lower B,0,Deadlift (Barbell),glutes,90.0,10,900.0,normal
2025-06-06,Lower B,0,Squat (Smith Machine),quadriceps,60.0,10,600.0,normal
2025-06-06,Lower B,0,Hip Adduction (Machine),adductors,55.0,16,880.0,normal
2025-06-06,Lower B,0,Hip Abduction (Machine),abductors,55.0,16,880.0,normal
2025-06-06,Lower B,0,Hip Abduction (Machine),abductors,60.0,15,900.0,normal
2025-06-06,Lower B,0,Hip Abduction (Machine),abductors,55.0,16,880.0,normal
2025-06-06,Lower B,0,Hip Adduction (Machine),adductors,55.0,16,880.0,normal
2025-06-06,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,10,550.0,normal
2025-06-06,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,12,660.0,normal
2025-06-06,Lower B,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
2025-06-06,Lower B,0,Seated Leg Curl (Machine),hamstrings,55.0,9,495.0,normal
2025-06-09,Upper A,0,Iso-Lateral Chest Press (Machine),chest,40.0,12,480.0,warmup
2025-06-09,Upper A,0,Iso-Lateral Chest Press (Machine),chest,70.0,11,770.0,normal
2025-06-09,Upper A,0,Iso-Lateral Chest Press (Machine),chest,70.0,9,630.0,normal
2025-06-09,Upper A,0,Iso-Lateral Chest Press (Machine),chest,70.0,6,420.0,normal
2025-06-09,Upper A,0,Lat Pulldown (Cable),lats,30.0,15,450.0,warmup
2025-06-09,Upper A,0,Lat Pulldown (Cable),lats,65.0,10,650.0,normal
2025-06-09,Upper A,0,Lat Pulldown (Cable),lats,60.0,10,600.0,normal
2025-06-09,Upper A,0,Seated Shoulder Press (Machine),shoulders,62.5,12,750.0,normal
2025-06-09,Upper A,0,Seated Shoulder Press (Machine),shoulders,62.5,9,562.5,normal
2025-06-09,Upper A,0,Lat Pulldown (Cable),lats,65.0,10,650.0,normal
2025-06-09,Upper A,0,Butterfly (Pec Deck),chest,57.5,12,690.0,normal
2025-06-09,Upper A,0,Butterfly (Pec Deck),chest,57.5,12,690.0,normal
2025-06-09,Upper A,0,Butterfly (Pec Deck),chest,57.5,8,460.0,normal
2025-06-09,Upper A,0,Seated Cable Row - Bar Grip,upper_back,60.0,12,720.0,normal
2025-06-09,Upper A,0,Seated Cable Row - Bar Grip,upper_back,60.0,12,720.0,normal
2025-06-09,Upper A,0,Seated Cable Row - Bar Grip,upper_back,60.0,10,600.0,normal
2025-06-09,Upper A,0,Seated Incline Curl (Dumbbell),biceps,20.0,12,240.0,normal
2025-06-09,Upper A,0,Seated Incline Curl (Dumbbell),biceps,24.0,10,240.0,normal
2025-06-09,Upper A,0,Seated Shoulder Press (Machine),shoulders,62.5,7,437.5,normal
2025-06-09,Upper A,0,Seated Incline Curl (Dumbbell),biceps,24.0,8,192.0,normal
2025-06-10,Lower A,0,Romanian Deadlift (Barbell),hamstrings,80.0,12,960.0,normal
2025-06-10,Lower A,0,Romanian Deadlift (Barbell),hamstrings,70.0,12,840.0,normal
2025-06-10,Lower A,0,Romanian Deadlift (Barbell),hamstrings,60.0,12,720.0,normal
2025-06-10,Lower A,0,Leg Press Horizontal (Machine),quadriceps,60.0,15,900.0,warmup
2025-06-10,Lower A,0,Leg Press Horizontal (Machine),quadriceps,130.0,15,1950.0,normal
2025-06-10,Lower A,0,Leg Press Horizontal (Machine),quadriceps,130.0,15,1950.0,normal
2025-06-10,Lower A,0,Calf Extension (Machine),calves,120.0,20,2400.0,normal
2025-06-10,Lower A,0,Leg Press Horizontal (Machine),quadriceps,140.0,15,2100.0,normal
2025-06-10,Lower A,0,Calf Extension (Machine),calves,120.0,20,2400.0,normal
2025-06-10,Lower A,0,Romanian Deadlift (Barbell),hamstrings,20.0,15,300.0,normal
2025-06-10,Lower A,0,Leg Extension (Machine),quadriceps,60.0,12,720.0,normal
2025-06-10,Lower A,0,Calf Extension (Machine),calves,120.0,20,2400.0,normal
2025-06-10,Lower A,0,Crunch (Machine),abdominals,42.5,15,637.5,normal
2025-06-10,Lower A,0,Crunch (Machine),abdominals,42.5,15,637.5,normal
2025-06-10,Lower A,0,Crunch (Machine),abdominals,42.5,20,850.0,normal
2025-06-10,Lower A,0,Hip Adduction (Machine),adductors,60.0,13,780.0,normal
2025-06-10,Lower A,0,Romanian Deadlift (Barbell),hamstrings,80.0,12,960.0,normal
2025-06-10,Lower A,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
2025-06-10,Lower A,0,Hip Adduction (Machine),adductors,60.0,15,900.0,normal
2025-06-10,Lower A,0,Leg Extension (Machine),quadriceps,62.5,12,750.0,normal
2025-06-10,Lower A,0,Leg Extension (Machine),quadriceps,62.5,12,750.0,normal
2025-06-10,Lower A,0,Leg Extension (Machine),quadriceps,62.5,10,625.0,normal
2025-06-12,Upper B,0,Incline Bench Press (Dumbbell),chest,48.0,12,576.0,normal
2025-06-12,Upper B,0,Incline Bench Press (Dumbbell),chest,48.0,11,528.0,normal
2025-06-12,Upper B,0,Incline Bench Press (Dumbbell),chest,48.0,6,288.0,normal
2025-06-12,Upper B,0,Iso-Lateral Row (Machine),upper_back,60.0,12,720.0,normal
2025-06-12,Upper B,0,Cable Fly Crossovers,chest,30.0,12,360.0,normal
2025-06-12,Upper B,0,Iso-Lateral Row (Machine),upper_back,60.0,12,720.0,normal
2025-06-12,Upper B,0,Iso-Lateral Row (Machine),upper_back,60.0,10,600.0,normal
2025-06-12,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,13,65.0,normal
2025-06-12,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,13,65.0,normal
2025-06-12,Upper B,0,Cable Fly Crossovers,chest,30.0,15,450.0,normal
2025-06-12,Upper B,0,Incline Bench Press (Dumbbell),chest,24.0,12,288.0,warmup
2025-06-12,Upper B,0,Iso-Lateral Row (Machine),upper_back,60.0,12,720.0,normal
2025-06-12,Upper B,0,Single Arm Lateral Raise (Cable),shoulders,5.0,13,65.0,normal
2025-06-12,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-06-12,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-06-12,Upper B,0,Heel Taps,abdominals,0.0,30,0.0,normal
2025-06-12,Upper B,0,Heel Taps,abdominals,0.0,30,0.0,normal
2025-06-12,Upper B,0,Triceps Rope Pushdown,triceps,15.0,12,180.0,normal
2025-06-12,Upper B,0,Triceps Rope Pushdown,triceps,15.0,12,180.0,normal
2025-06-12,Upper B,0,Heel Taps,abdominals,0.0,30,0.0,normal
2025-06-12,Upper B,0,Preacher Curl (Barbell),biceps,27.5,9,247.5,normal
2025-06-12,Upper B,0,Preacher Curl (Barbell),biceps,27.5,10,275.0,normal
2025-06-12,Upper B,0,Preacher Curl (Barbell),biceps,27.5,12,330.0,normal
2025-06-12,Upper B,0,Reverse Fly Single Arm (Cable),shoulders,5.0,15,75.0,normal
2025-06-12,Upper B,0,Triceps Rope Pushdown,triceps,15.0,12,180.0,normal
2025-06-12,Upper B,0,Cable Fly Crossovers,chest,30.0,9,270.0,normal
2025-06-13,Lower B,0,Deadlift (Barbell),glutes,80.0,12,960.0,normal
2025-06-13,Lower B,0,Squat (Smith Machine),quadriceps,60.0,12,720.0,normal
2025-06-13,Lower B,0,Squat (Smith Machine),quadriceps,70.0,10,700.0,normal
2025-06-13,Lower B,0,Squat (Smith Machine),quadriceps,80.0,10,800.0,normal
2025-06-13,Lower B,0,Calf Extension (Machine),calves,140.0,20,2800.0,normal
2025-06-13,Lower B,0,Calf Extension (Machine),calves,140.0,20,2800.0,normal
2025-06-13,Lower B,0,Calf Extension (Machine),calves,140.0,20,2800.0,normal
2025-06-13,Lower B,0,Deadlift (Barbell),glutes,20.0,15,300.0,warmup
2025-06-13,Lower B,0,Deadlift (Barbell),glutes,60.0,15,900.0,normal
2025-06-13,Lower B,0,Deadlift (Barbell),glutes,95.0,8,760.0,normal
2025-06-13,Lower B,0,Hip Adduction (Machine),adductors,60.0,15,900.0,normal
2025-06-13,Lower B,0,Hip Adduction (Machine),adductors,60.0,12,720.0,normal
2025-06-13,Lower B,0,Glute Kickback (Machine),glutes,40.0,10,400.0,normal
2025-06-13,Lower B,0,Glute Kickback (Machine),glutes,50.0,10,500.0,normal
2025-06-13,Lower B,0,Glute Kickback (Machine),glutes,60.0,10,600.0,normal
2025-06-13,Lower B,0,Hip Abduction (Machine),abductors,60.0,15,900.0,normal
2025-06-13,Lower B,0,Hip Abduction (Machine),abductors,60.0,16,960.0,normal
2025-06-13,Lower B,0,Hip Abduction (Machine),abductors,60.0,16,960.0,normal
2025-06-13,Lower B,0,Hip Adduction (Machine),adductors,55.0,15,825.0,normal
