day,workout_title,duration_seconds,exercise,muscle_group,weight_kg,reps,volume,set_type
2025-09-18,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,7.5,6,45.0,normal
2025-09-18,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,7.5,6,45.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Cable Row,upper_back,25.0,8,200.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Cable Row,upper_back,30.0,10,300.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Cable Row,upper_back,32.0,10,320.0,normal
2025-09-18,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,60.0,8,480.0,normal
2025-09-18,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,70.0,8,560.0,normal
2025-09-18,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,75.0,8,600.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Cable Row,upper_back,35.0,10,350.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,5.0,10,50.0,normal
2025-09-18,PT Upper Body 2,0,Hanging Leg Raise,abdominals,0.0,12,0.0,normal
2025-09-18,PT Upper Body 2,0,Hanging Leg Raise,abdominals,0.0,12,0.0,normal
2025-09-18,PT Upper Body 2,0,Hanging Leg Raise,abdominals,0.0,12,0.0,normal
2025-09-18,PT Upper Body 2,0,Triceps Pushdown,triceps,32.5,10,325.0,normal
2025-09-18,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,40.0,10,400.0,normal
2025-09-18,PT Upper Body 2,0,Triceps Pushdown,triceps,27.5,10,275.0,normal
2025-09-18,PT Upper Body 2,0,Triceps Pushdown,triceps,15.0,10,150.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,10.0,10,100.0,normal
2025-09-18,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,10.0,10,100.0,normal
2025-09-18,PT Upper Body 2,0,Triceps Pushdown,triceps,30.0,10,300.0,normal
2025-09-22,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,34.0,10,340.0,normal
2025-09-22,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,32.5,10,325.0,normal
2025-09-22,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,7.5,10,75.0,normal
2025-09-22,PT Upper Body 1,0,Lat Pulldown (Cable),lats,80.0,8,640.0,normal
2025-09-22,PT Upper Body 1,0,Lat Pulldown (Cable),lats,75.0,8,600.0,normal
2025-09-22,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,56.0,8,448.0,normal
2025-09-22,PT Upper Body 1,0,Lat Pulldown (Cable),lats,45.0,6,270.0,warmup
2025-09-22,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,56.0,8,448.0,normal
2025-09-22,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,52.0,8,416.0,normal
2025-09-22,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,24.0,6,144.0,warmup
2025-09-22,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,32.5,10,325.0,normal
2025-09-22,PT Upper Body 1,0,Lat Pulldown (Cable),lats,70.0,8,560.0,normal
2025-09-22,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,34.0,6,204.0,normal
2025-09-22,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,17.5,8,140.0,warmup
2025-09-22,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,30.5,10,305.0,normal
2025-09-22,PT Upper Body 1,0,Lying Leg Raise,abdominals,0.0,15,0.0,normal
2025-09-22,PT Upper Body 1,0,Lying Leg Raise,abdominals,0.0,15,0.0,normal
2025-09-22,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-09-22,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-09-22,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,3.75,10,37.5,normal
2025-09-22,PT Upper Body 1,0,Lying Leg Raise,abdominals,0.0,15,0.0,normal
2025-09-22,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,36.0,10,360.0,normal
2025-09-22,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,36.0,10,360.0,normal
2025-09-22,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,28.0,10,280.0,normal
2025-09-22,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,27.5,10,275.0,normal
2025-09-22,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,36.0,10,360.0,normal
2025-09-22,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,27.5,10,275.0,normal
2025-09-23,PT Lower Body 1,0,Leg Press (Machine),quadriceps,80.0,10,800.0,normal
2025-09-23,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,30.0,10,300.0,normal
2025-09-23,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,100.0,8,800.0,normal
2025-09-23,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,110.0,8,880.0,normal
2025-09-23,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,110.0,8,880.0,normal
2025-09-23,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,110.0,8,880.0,normal
2025-09-23,PT Lower Body 1,0,Hip Thrust (Machine),glutes,20.0,10,200.0,normal
2025-09-23,PT Lower Body 1,0,Hip Thrust (Machine),glutes,50.0,10,500.0,normal
2025-09-23,PT Lower Body 1,0,Hip Thrust (Machine),glutes,55.0,10,550.0,normal
2025-09-23,PT Lower Body 1,0,Leg Press (Machine),quadriceps,160.0,10,1600.0,normal
2025-09-23,PT Lower Body 1,0,Dumbbell Step Up,quadriceps,24.0,20,480.0,normal
2025-09-23,PT Lower Body 1,0,Dumbbell Step Up,quadriceps,28.0,20,560.0,normal
2025-09-23,PT Lower Body 1,0,Dumbbell Step Up,quadriceps,28.0,20,560.0,normal
2025-09-23,PT Lower Body 1,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-09-23,PT Lower Body 1,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-09-23,PT Lower Body 1,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-09-23,PT Lower Body 1,0,Calf Extension (Machine),calves,140.0,15,2100.0,normal
2025-09-23,PT Lower Body 1,0,Calf Extension (Machine),calves,160.0,15,2400.0,normal
2025-09-23,PT Lower Body 1,0,Calf Extension (Machine),calves,160.0,12,1920.0,normal
2025-09-23,PT Lower Body 1,0,Leg Press (Machine),quadriceps,120.0,10,1200.0,normal
2025-09-25,PT Upper Body 2,0,Seated Row (Machine),upper_back,40.0,10,400.0,normal
2025-09-25,PT Upper Body 2,0,Seated Row (Machine),upper_back,40.0,10,400.0,normal
2025-09-25,PT Upper Body 2,0,Seated Row (Machine),upper_back,30.0,10,300.0,normal
2025-09-25,PT Upper Body 2,0,Seated Row (Machine),upper_back,20.0,10,200.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,0.0,8,0.0,warmup
2025-09-25,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,12.5,6,75.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,10.0,6,60.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,5.0,8,40.0,normal
2025-09-25,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,40.0,10,400.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,12.5,5,62.5,normal
2025-09-25,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,80.0,8,640.0,normal
2025-09-25,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,60.0,8,480.0,normal
2025-09-25,PT Upper Body 2,0,Cable Crunch,abdominals,35.0,15,525.0,normal
2025-09-25,PT Upper Body 2,0,Cable Crunch,abdominals,45.0,15,675.0,normal
2025-09-25,PT Upper Body 2,0,Cable Crunch,abdominals,35.0,15,525.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Pushdown,triceps,30.0,10,300.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Pushdown,triceps,30.0,10,300.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Pushdown,triceps,27.5,10,275.0,normal
2025-09-25,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,75.0,6,450.0,normal
2025-09-25,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-09-25,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-09-25,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,10.0,10,100.0,normal
2025-09-25,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,7.5,10,75.0,normal
2025-09-25,PT Upper Body 2,0,Triceps Pushdown,triceps,17.5,10,175.0,normal
2025-09-26,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,100.0,6,600.0,normal
2025-09-26,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,0.0,5,0.0,warmup
2025-09-26,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,10.0,8,80.0,normal
2025-09-26,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,15.0,8,120.0,normal
2025-09-26,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,20.0,8,160.0,normal
2025-09-26,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,20.0,8,160.0,warmup
2025-09-26,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,60.0,8,480.0,normal
2025-09-26,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,80.0,8,640.0,normal
2025-09-26,PT Lower Body 2,0,Lying Leg Curl (Machine),hamstrings,35.0,10,350.0,normal
2025-09-26,PT Lower Body 2,0,Leg Extension (Machine),quadriceps,65.0,10,650.0,normal
2025-09-26,PT Lower Body 2,0,Lying Leg Curl (Machine),hamstrings,35.0,10,350.0,normal
2025-09-26,PT Lower Body 2,0,Leg Extension (Machine),quadriceps,62.5,10,625.0,normal
2025-09-26,PT Lower Body 2,0,Leg Extension (Machine),quadriceps,70.0,8,560.0,normal
2025-09-26,PT Lower Body 2,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-09-26,PT Lower Body 2,0,Hanging Leg Raise,abdominals,0.0,12,0.0,normal
2025-09-26,PT Lower Body 2,0,Hanging Leg Raise,abdominals,0.0,12,0.0,normal
2025-09-26,PT Lower Body 2,0,Plank,abdominals,0.0,0,0.0,normal
2025-09-26,PT Lower Body 2,0,Plank,abdominals,0.0,0,0.0,normal
2025-09-26,PT Lower Body 2,0,Lying Leg Curl (Machine),hamstrings,35.0,10,350.0,normal
2025-09-29,PT Upper Body 1,0,Lat Pulldown (Cable),lats,70.0,8,560.0,normal
2025-09-29,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,32.5,10,325.0,normal
2025-09-29,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,7.5,10,75.0,normal
2025-09-29,PT Upper Body 1,0,Lat Pulldown (Cable),lats,65.0,8,520.0,normal
2025-09-29,PT Upper Body 1,0,Lat Pulldown (Cable),lats,70.0,8,560.0,normal
2025-09-29,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,30.5,10,305.0,normal
2025-09-29,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-09-29,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-09-29,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,56.0,8,448.0,normal
2025-09-29,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,36.0,6,216.0,normal
2025-09-29,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,24.0,6,144.0,warmup
2025-09-29,PT Upper Body 1,0,Lat Pulldown (Cable),lats,40.0,6,240.0,warmup
2025-09-29,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,35.0,10,350.0,normal
2025-09-29,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,28.0,10,280.0,normal
2025-09-29,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,17.5,8,140.0,warmup
2025-09-29,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,35.0,10,350.0,normal
2025-09-29,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-09-29,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-09-29,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-09-29,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,3.75,10,37.5,normal
2025-09-29,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-09-29,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,40.0,10,400.0,normal
2025-09-29,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,36.0,10,360.0,normal
2025-09-29,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-09-29,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,31.5,10,315.0,normal
2025-09-29,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,33.0,10,330.0,normal
2025-09-29,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,36.0,10,360.0,normal
2025-09-30,PT Lower Body 1,0,Hip Thrust (Machine),glutes,60.0,10,600.0,normal
2025-09-30,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,30.0,8,240.0,normal
2025-09-30,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,90.0,10,900.0,normal
2025-09-30,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,110.0,8,880.0,normal
2025-09-30,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,110.0,8,880.0,normal
2025-09-30,PT Lower Body 1,0,Hack Squat (Machine),quadriceps,110.0,8,880.0,normal
2025-09-30,PT Lower Body 1,0,Hip Thrust (Machine),glutes,20.0,10,200.0,normal
2025-09-30,PT Lower Body 1,0,Hip Thrust (Machine),glutes,60.0,10,600.0,normal
2025-09-30,PT Lower Body 1,0,Dumbbell Step Up,quadriceps,28.0,20,560.0,normal
2025-09-30,PT Lower Body 1,0,Leg Press (Machine),quadriceps,120.0,10,1200.0,normal
2025-09-30,PT Lower Body 1,0,Leg Press (Machine),quadriceps,170.0,10,1700.0,normal
2025-09-30,PT Lower Body 1,0,Dumbbell Step Up,quadriceps,28.0,20,560.0,normal
2025-09-30,PT Lower Body 1,0,Dumbbell Step Up,quadriceps,28.0,20,560.0,normal
2025-09-30,PT Lower Body 1,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-09-30,PT Lower Body 1,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-09-30,PT Lower Body 1,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-09-30,PT Lower Body 1,0,Leg Press (Machine),quadriceps,80.0,10,800.0,normal
2025-10-02,PT Upper Body 2,0,Single Arm Cable Row,upper_back,35.0,10,350.0,normal
2025-10-02,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,40.0,10,400.0,normal
2025-10-02,PT Upper Body 2,0,Single Arm Cable Row,upper_back,32.0,10,320.0,normal
2025-10-02,PT Upper Body 2,0,Single Arm Cable Row,upper_back,30.0,10,300.0,normal
2025-10-02,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,80.0,8,640.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,12.5,6,75.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,12.5,6,75.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,10.0,6,60.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,0.0,6,0.0,warmup
2025-10-02,PT Upper Body 2,0,Single Arm Cable Row,upper_back,25.0,8,200.0,normal
2025-10-02,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,85.0,8,680.0,normal
2025-10-02,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,85.0,8,680.0,normal
2025-10-02,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,7.5,10,75.0,normal
2025-10-02,PT Upper Body 2,0,Cable Crunch,abdominals,45.0,15,675.0,normal
2025-10-02,PT Upper Body 2,0,Cable Crunch,abdominals,35.0,15,525.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Pushdown,triceps,35.0,10,350.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Pushdown,triceps,35.0,10,350.0,normal
2025-10-02,PT Upper Body 2,0,Cable Crunch,abdominals,35.0,15,525.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Pushdown,triceps,17.5,10,175.0,normal
2025-10-02,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-10-02,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-10-02,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,10.0,10,100.0,normal
2025-10-02,PT Upper Body 2,0,Triceps Pushdown,triceps,30.0,10,300.0,normal
2025-10-03,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,106.0,6,636.0,normal
2025-10-03,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,0.0,5,0.0,warmup
2025-10-03,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,20.0,8,160.0,normal
2025-10-03,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,20.0,8,160.0,normal
2025-10-03,PT Lower Body 2,0,Bulgarian Split Squat,quadriceps,25.0,8,200.0,normal
2025-10-03,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,20.0,8,160.0,warmup
2025-10-03,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,60.0,8,480.0,normal
2025-10-03,PT Lower Body 2,0,Romanian Deadlift (Barbell),hamstrings,100.0,8,800.0,normal
2025-10-03,PT Lower Body 2,0,Lying Leg Curl (Machine),hamstrings,37.5,10,375.0,normal
2025-10-03,PT Lower Body 2,0,Lying Leg Curl (Machine),hamstrings,37.5,8,300.0,normal
2025-10-03,PT Lower Body 2,0,Leg Extension (Machine),quadriceps,70.0,10,700.0,normal
2025-10-03,PT Lower Body 2,0,Leg Extension (Machine),quadriceps,72.5,10,725.0,normal
2025-10-03,PT Lower Body 2,0,Leg Extension (Machine),quadriceps,72.5,10,725.0,normal
2025-10-03,PT Lower Body 2,0,Calf Extension (Machine),calves,160.0,12,1920.0,normal
2025-10-03,PT Lower Body 2,0,Calf Extension (Machine),calves,160.0,12,1920.0,normal
2025-10-03,PT Lower Body 2,0,Calf Extension (Machine),calves,160.0,12,1920.0,normal
2025-10-03,PT Lower Body 2,0,Crunch (Machine),abdominals,42.5,12,510.0,normal
2025-10-03,PT Lower Body 2,0,Crunch (Machine),abdominals,45.0,12,540.0,normal
2025-10-03,PT Lower Body 2,0,Crunch (Machine),abdominals,47.5,10,475.0,normal
2025-10-03,PT Lower Body 2,0,Lying Leg Curl (Machine),hamstrings,40.0,5,200.0,normal
2025-10-06,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,37.5,10,375.0,normal
2025-10-06,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,32.5,10,325.0,normal
2025-10-06,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,7.5,10,75.0,normal
2025-10-06,PT Upper Body 1,0,Lat Pulldown (Cable),lats,70.0,8,560.0,normal
2025-10-06,PT Upper Body 1,0,Lat Pulldown (Cable),lats,70.0,8,560.0,normal
2025-10-06,PT Upper Body 1,0,Lat Pulldown (Cable),lats,70.0,8,560.0,normal
2025-10-06,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,36.0,8,288.0,normal
2025-10-06,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-10-06,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-10-06,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-10-06,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,24.0,8,192.0,warmup
2025-10-06,PT Upper Body 1,0,Lat Pulldown (Cable),lats,40.0,8,320.0,warmup
2025-10-06,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,37.5,10,375.0,normal
2025-10-06,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,30.0,10,300.0,normal
2025-10-06,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,27.5,10,275.0,normal
2025-10-06,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,17.5,8,140.0,warmup
2025-10-06,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-10-06,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,6.0,10,60.0,normal
2025-10-06,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,6.0,10,60.0,normal
2025-10-06,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,5.0,10,50.0,normal
2025-10-06,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-10-06,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,32.0,10,320.0,normal
2025-10-06,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,36.0,10,360.0,normal
2025-10-06,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,28.0,10,280.0,normal
2025-10-06,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,27.5,10,275.0,normal
2025-10-06,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-10-06,PT Upper Body 1,0,Incline Chest Fly (Dumbbell),chest,32.0,10,320.0,normal
2025-10-09,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,40.0,10,400.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Cable Row,upper_back,47.5,10,475.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Cable Row,upper_back,45.0,10,450.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Cable Row,upper_back,40.0,10,400.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,20.0,6,120.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,15.0,6,90.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,10.0,6,60.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Dip (Weighted),triceps,0.0,6,0.0,warmup
2025-10-09,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,80.0,8,640.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Cable Row,upper_back,20.0,8,160.0,normal
2025-10-09,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,80.0,8,640.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,7.5,10,75.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-10-09,PT Upper Body 2,0,Single Arm Curl (Cable),biceps,12.5,10,125.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Pushdown,triceps,20.0,10,200.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Pushdown,triceps,30.0,10,300.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Pushdown,triceps,35.0,10,350.0,normal
2025-10-09,PT Upper Body 2,0,Triceps Pushdown,triceps,35.0,10,350.0,normal
2025-10-09,PT Upper Body 2,0,Cable Crunch,abdominals,35.0,15,525.0,normal
2025-10-09,PT Upper Body 2,0,Cable Crunch,abdominals,35.0,15,525.0,normal
2025-10-09,PT Upper Body 2,0,Cable Crunch,abdominals,45.0,15,675.0,normal
2025-10-09,PT Upper Body 2,0,Shoulder Press (Machine Plates),shoulders,70.0,8,560.0,normal
2025-10-10,Morning workout ☀️,0,Romanian Deadlift (Barbell),hamstrings,20.0,8,160.0,warmup
2025-10-10,Morning workout ☀️,0,Romanian Deadlift (Barbell),hamstrings,60.0,8,480.0,normal
2025-10-10,Morning workout ☀️,0,Hack Squat (Machine),quadriceps,120.0,8,960.0,normal
2025-10-10,Morning workout ☀️,0,Romanian Deadlift (Barbell),hamstrings,90.0,8,720.0,normal
2025-10-10,Morning workout ☀️,0,Hack Squat (Machine),quadriceps,90.0,8,720.0,normal
2025-10-10,Morning workout ☀️,0,Hack Squat (Machine),quadriceps,30.0,8,240.0,normal
2025-10-10,Morning workout ☀️,0,Hack Squat (Machine),quadriceps,110.0,8,880.0,normal
2025-10-10,Morning workout ☀️,0,Romanian Deadlift (Barbell),hamstrings,100.0,8,800.0,normal
2025-10-10,Morning workout ☀️,0,Reverse Crunch,abdominals,0.0,15,0.0,normal
2025-10-10,Morning workout ☀️,0,Leg Press (Machine),quadriceps,120.0,10,1200.0,normal
2025-10-10,Morning workout ☀️,0,Leg Press (Machine),quadriceps,160.0,8,1280.0,normal
2025-10-10,Morning workout ☀️,0,Leg Press (Machine),quadriceps,170.0,8,1360.0,normal
2025-10-10,Morning workout ☀️,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-10-10,Morning workout ☀️,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-10-10,Morning workout ☀️,0,Crunch (Weighted),abdominals,9.0,15,135.0,normal
2025-10-10,Morning workout ☀️,0,Reverse Crunch,abdominals,0.0,15,0.0,normal
2025-10-10,Morning workout ☀️,0,Reverse Crunch,abdominals,0.0,15,0.0,normal
2025-10-10,Morning workout ☀️,0,Leg Press (Machine),quadriceps,80.0,10,800.0,normal
2025-10-13,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,32.5,10,325.0,normal
2025-10-13,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,7.5,10,75.0,normal
2025-10-13,PT Upper Body 1,0,Lat Pulldown (Cable),lats,75.0,8,600.0,normal
2025-10-13,PT Upper Body 1,0,Lat Pulldown (Cable),lats,75.0,8,600.0,normal
2025-10-13,PT Upper Body 1,0,Lat Pulldown (Cable),lats,70.0,8,560.0,normal
2025-10-13,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-10-13,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-10-13,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,60.0,8,480.0,normal
2025-10-13,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,35.0,10,350.0,normal
2025-10-13,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,24.0,8,192.0,warmup
2025-10-13,PT Upper Body 1,0,Lat Pulldown (Cable),lats,40.0,8,320.0,warmup
2025-10-13,PT Upper Body 1,0,Skullcrusher (Barbell),triceps,35.0,10,350.0,normal
2025-10-13,PT Upper Body 1,0,Incline Bench Press (Dumbbell),chest,36.0,8,288.0,normal
2025-10-13,PT Upper Body 1,0,EZ Bar Biceps Curl,biceps,30.0,10,300.0,normal
2025-10-13,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-10-13,PT Upper Body 1,0,Hanging Leg Raise,abdominals,0.0,10,0.0,normal
2025-10-13,PT Upper Body 1,0,Single Arm Lateral Raise (Cable),shoulders,6.0,10,60.0,normal
